server_id,timestamp,server_age_months,workload_type,cpu_temp_celsius,cpu_utilization_percent,memory_usage_percent,disk_io_ops_per_sec,network_throughput_mbps,fan_speed_rpm,power_draw_watts,disk_read_errors_24h,memory_errors_24h,failure_within_48h
server_056,2025-08-17 07:00:00,35,storage,64.2,60.8,65.8,243,359.1,2767,254.9,3,0,0
server_049,2025-08-17 08:00:00,45,web,52.7,32.1,86.7,282,318.9,3036,281.9,1,1,0
server_451,2025-08-17 09:00:00,51,storage,67.5,42.9,65.3,183,226.9,2948,312.5,1,1,0
server_464,2025-08-17 10:00:00,37,database,51.3,41.6,62.6,928,429.9,2579,332.8,3,1,0
server_177,2025-08-17 11:00:00,15,storage,52.5,47.3,50.6,154,402.4,3091,282.6,1,1,0
server_292,2025-08-17 12:00:00,32,web,53.9,41.9,46.0,249,334.6,2649,267.0,1,3,0
server_045,2025-08-17 13:00:00,56,storage,42.7,25.6,60.3,495,160.5,3232,327.9,1,1,0
server_169,2025-08-17 14:00:00,13,database,40.9,46.7,44.6,135,433.9,3117,229.6,1,0,0
server_270,2025-08-17 15:00:00,56,storage,59.1,29.1,76.8,268,110.3,2910,218.7,1,0,0
server_416,2025-08-17 16:00:00,41,storage,62.9,61.3,51.3,523,188.4,3978,252.8,1,0,0
server_335,2025-08-17 17:00:00,47,storage,59.9,46.1,47.3,541,381.1,2831,209.2,4,2,0
server_138,2025-08-17 18:00:00,40,compute,84.8,90.0,96.8,582,150.5,2276,211.8,19,9,1
server_246,2025-08-17 19:00:00,41,database,58.8,93.1,79.5,643,437.8,3469,272.5,1,1,0
server_147,2025-08-17 20:00:00,53,storage,47.1,78.2,42.1,492,492.7,3239,247.0,2,2,0
server_229,2025-08-17 21:00:00,41,database,58.3,93.9,46.8,362,363.7,2731,219.8,2,2,0
server_279,2025-08-17 22:00:00,30,storage,64.1,38.1,57.1,591,226.2,3116,254.1,1,0,0
server_124,2025-08-17 23:00:00,25,web,57.9,28.3,57.6,778,170.2,3301,269.3,0,2,0
server_191,2025-08-18 00:00:00,57,web,66.7,61.1,53.1,624,147.7,2208,223.5,1,0,0
server_373,2025-08-18 01:00:00,50,web,53.8,67.2,80.1,327,330.1,2882,277.8,2,0,0
server_079,2025-08-18 02:00:00,58,storage,53.3,48.9,63.2,623,310.3,3547,244.3,0,1,0
server_093,2025-08-18 03:00:00,22,database,55.5,5.0,59.4,612,320.2,2795,287.8,2,0,0
server_225,2025-08-18 04:00:00,28,web,82.1,97.8,91.8,253,440.0,1806,261.0,28,8,1
server_064,2025-08-18 05:00:00,30,compute,51.8,53.5,44.2,453,378.4,2774,155.5,2,1,0
server_087,2025-08-18 06:00:00,53,web,52.5,31.8,50.6,613,330.4,3065,280.2,2,1,0
server_087,2025-08-18 07:00:00,54,web,52.7,17.7,46.9,732,309.6,3025,281.2,2,3,0
server_200,2025-08-18 08:00:00,36,compute,57.1,39.8,41.1,371,198.0,2781,192.6,0,1,0
server_213,2025-08-18 09:00:00,11,web,43.2,5.0,76.2,209,349.7,2474,229.3,2,3,0
server_203,2025-08-18 10:00:00,40,storage,86.6,95.8,89.4,602,323.9,2130,227.3,20,8,1
server_400,2025-08-18 11:00:00,57,storage,64.1,36.5,54.4,450,408.5,2823,215.2,2,2,0
server_381,2025-08-18 12:00:00,9,web,38.9,51.2,79.8,548,327.0,3610,180.7,2,1,0
server_088,2025-08-18 13:00:00,45,database,84.7,90.4,98.6,538,538.6,1852,286.4,23,10,1
server_475,2025-08-18 14:00:00,25,database,52.0,52.6,43.8,530,419.3,2958,275.5,1,3,0
server_060,2025-08-18 15:00:00,46,web,56.3,62.9,38.1,417,115.2,3142,294.3,3,3,0
server_270,2025-08-18 16:00:00,59,compute,67.5,41.6,64.6,681,324.0,2773,242.8,1,0,0
server_093,2025-08-18 17:00:00,6,storage,54.0,15.9,67.1,330,427.3,2991,308.4,5,1,0
server_306,2025-08-18 18:00:00,50,storage,60.0,45.9,40.6,553,238.5,2507,176.0,1,1,0
server_026,2025-08-18 19:00:00,31,storage,55.5,27.5,52.1,578,235.5,3267,270.7,0,0,0
server_213,2025-08-18 20:00:00,39,web,54.1,17.9,72.8,461,468.2,2534,299.5,3,1,0
server_073,2025-08-18 21:00:00,15,storage,53.1,56.6,83.6,659,201.9,3262,203.9,1,1,0
server_060,2025-08-18 22:00:00,28,web,60.6,16.7,61.3,407,359.2,2902,228.5,2,2,0
server_185,2025-08-18 23:00:00,56,web,49.1,58.6,60.8,959,289.6,2801,182.8,0,1,0
server_030,2025-08-19 00:00:00,54,database,45.9,19.2,53.2,547,369.8,2865,288.3,4,2,0
server_218,2025-08-19 01:00:00,29,compute,55.6,39.2,82.3,748,242.5,3137,206.1,1,1,0
server_011,2025-08-19 02:00:00,18,compute,56.5,33.7,68.3,678,233.4,3127,250.1,6,0,0
server_301,2025-08-19 03:00:00,34,compute,40.4,67.7,47.4,785,411.1,2873,227.5,5,1,0
server_414,2025-08-19 04:00:00,51,storage,54.9,56.9,71.7,518,459.2,2751,203.0,0,1,0
server_031,2025-08-19 05:00:00,32,database,45.2,28.5,49.5,725,282.2,2641,234.4,1,1,0
server_159,2025-08-19 06:00:00,36,database,60.0,41.8,45.7,791,343.6,2297,265.9,2,2,0
server_488,2025-08-19 07:00:00,48,web,40.6,71.6,53.3,558,384.7,3372,254.9,1,3,0
server_236,2025-08-19 08:00:00,15,database,70.4,74.9,47.1,360,319.7,3091,184.5,1,1,0
server_226,2025-08-19 09:00:00,36,web,52.3,17.6,46.4,866,369.4,3375,269.4,1,2,0
server_180,2025-08-19 10:00:00,44,database,48.1,71.3,39.0,504,472.0,3299,267.0,2,0,0
server_316,2025-08-19 11:00:00,15,web,52.7,69.8,49.5,516,168.4,3308,303.5,1,1,0
server_045,2025-08-19 12:00:00,29,storage,59.5,48.6,52.0,554,400.2,2856,194.4,1,1,0
server_340,2025-08-19 13:00:00,38,database,62.1,43.2,39.7,343,514.1,3046,302.5,1,1,0
server_457,2025-08-19 14:00:00,19,compute,52.8,34.0,68.1,568,407.0,2704,210.1,2,1,0
server_079,2025-08-19 15:00:00,40,web,43.5,19.9,33.5,570,176.1,3171,178.3,2,1,0
server_134,2025-08-19 16:00:00,50,database,45.3,51.8,54.3,498,465.4,3052,279.6,2,0,0
server_259,2025-08-19 17:00:00,39,database,57.3,41.6,69.9,487,298.4,3147,280.8,0,1,0
server_474,2025-08-19 18:00:00,22,web,62.9,53.7,77.0,456,360.0,2969,293.8,3,0,0
server_307,2025-08-19 19:00:00,26,database,63.9,54.2,51.4,424,404.1,3343,209.4,2,0,0
server_246,2025-08-19 20:00:00,37,compute,56.3,95.4,75.2,645,446.3,2847,210.6,4,0,0
server_472,2025-08-19 21:00:00,8,web,62.7,68.9,54.5,558,218.1,2715,222.3,1,2,0
server_158,2025-08-19 22:00:00,20,web,70.3,55.9,93.8,686,306.4,3454,242.7,2,1,1
server_202,2025-08-19 23:00:00,13,web,64.5,5.0,38.1,396,328.7,3164,292.2,2,0,0
server_111,2025-08-20 00:00:00,37,web,62.4,52.8,44.9,726,213.2,2897,198.4,1,2,0
server_467,2025-08-20 01:00:00,43,web,82.4,96.8,90.4,678,378.6,2169,268.8,22,13,1
server_291,2025-08-20 02:00:00,31,compute,62.7,36.5,41.1,451,274.3,2872,264.2,2,0,0
server_437,2025-08-20 03:00:00,35,web,58.7,88.8,49.4,367,308.6,2345,227.3,3,2,0
server_309,2025-08-20 04:00:00,14,compute,60.2,55.9,66.8,619,251.0,2721,288.4,3,0,0
server_118,2025-08-20 05:00:00,37,compute,65.1,50.9,62.9,183,358.1,2861,309.9,0,0,0
server_382,2025-08-20 06:00:00,16,compute,57.9,25.2,59.5,417,241.4,3195,305.4,0,0,0
server_016,2025-08-20 07:00:00,27,web,54.2,75.1,59.6,555,296.1,2994,241.9,1,1,0
server_492,2025-08-20 08:00:00,39,compute,90.0,94.4,92.3,470,301.2,1937,274.6,29,13,1
server_330,2025-08-20 09:00:00,46,web,52.6,33.7,62.2,286,246.3,3358,236.5,3,1,0
server_413,2025-08-20 10:00:00,23,compute,56.7,7.4,50.5,518,117.8,2675,234.6,2,1,0
server_226,2025-08-20 11:00:00,24,web,57.2,62.9,54.5,300,368.6,2400,237.9,1,0,0
server_360,2025-08-20 12:00:00,59,database,57.0,56.8,36.1,552,297.1,3263,196.3,1,1,0
server_485,2025-08-20 13:00:00,23,database,62.7,45.2,70.1,422,265.1,2864,191.1,2,0,0
server_405,2025-08-20 14:00:00,42,compute,61.9,59.8,68.3,472,296.9,3220,202.1,0,1,0
server_116,2025-08-20 15:00:00,23,storage,54.5,57.9,42.5,336,384.0,2769,271.8,2,1,0
server_042,2025-08-20 16:00:00,17,storage,48.2,37.7,62.7,655,515.6,2773,292.4,0,0,0
server_367,2025-08-20 17:00:00,9,database,58.1,29.3,84.7,471,128.2,2636,170.9,2,1,0
server_114,2025-08-20 18:00:00,52,compute,73.0,10.7,62.1,352,342.6,3057,212.7,3,2,0
server_282,2025-08-20 19:00:00,48,compute,57.6,41.4,29.8,476,252.8,3205,172.4,0,2,0
server_036,2025-08-20 20:00:00,32,compute,52.6,18.8,51.4,847,443.0,3290,242.2,2,1,0
server_301,2025-08-20 21:00:00,56,storage,59.3,48.3,61.9,567,168.5,3442,254.4,4,1,0
server_112,2025-08-20 22:00:00,10,database,59.8,41.8,91.7,715,309.8,3156,246.1,1,1,0
server_034,2025-08-20 23:00:00,11,compute,59.7,37.0,41.9,178,284.4,2697,324.8,1,0,0
server_131,2025-08-21 00:00:00,18,database,66.0,65.9,57.8,461,188.1,3384,188.8,2,1,0
server_335,2025-08-21 01:00:00,28,database,58.1,25.3,44.0,300,235.0,3046,178.2,5,1,0
server_335,2025-08-21 02:00:00,47,web,65.6,8.0,73.2,396,269.3,3265,208.1,2,0,0
server_468,2025-08-21 03:00:00,30,storage,56.8,40.5,54.5,347,315.1,2877,230.2,1,1,0
server_409,2025-08-21 04:00:00,51,database,67.1,30.2,20.0,758,61.1,3042,319.0,0,3,0
server_376,2025-08-21 05:00:00,9,web,64.7,47.4,54.1,643,271.8,3041,278.2,2,1,0
server_227,2025-08-21 06:00:00,57,storage,62.4,26.7,58.3,349,376.4,2671,242.8,4,1,0
server_146,2025-08-21 07:00:00,37,compute,61.3,53.4,65.8,407,432.6,2463,304.2,1,1,0
server_121,2025-08-21 08:00:00,49,compute,73.4,25.5,62.7,573,331.7,2874,242.6,3,2,1
server_080,2025-08-21 09:00:00,20,web,63.6,25.3,69.9,678,354.7,3438,226.7,1,1,0
server_172,2025-08-21 10:00:00,31,compute,48.2,57.3,58.1,708,173.6,2917,257.8,2,1,0
server_153,2025-08-21 11:00:00,47,web,57.0,44.1,61.3,627,266.1,2998,189.3,1,0,0
server_149,2025-08-21 12:00:00,16,web,52.9,21.3,60.2,863,175.6,2981,204.5,2,2,0
server_374,2025-08-21 13:00:00,14,compute,71.5,26.0,53.8,585,281.4,3297,329.5,1,1,0
server_057,2025-08-21 14:00:00,16,storage,65.0,37.5,68.5,411,529.6,2644,274.2,1,1,0
server_062,2025-08-21 15:00:00,7,web,71.3,22.1,72.7,337,446.2,3244,284.6,1,1,0
server_155,2025-08-21 16:00:00,50,storage,48.9,39.2,59.3,284,379.2,2945,229.9,3,2,0
server_448,2025-08-21 17:00:00,32,storage,63.8,39.9,52.6,258,331.8,2993,241.2,0,1,0
server_427,2025-08-21 18:00:00,59,web,44.1,26.7,43.8,635,274.9,3130,321.2,2,2,0
server_355,2025-08-21 19:00:00,31,storage,42.3,58.0,65.3,818,365.2,2980,205.0,0,1,0
server_426,2025-08-21 20:00:00,13,web,51.8,24.6,44.9,521,239.8,3087,262.1,1,2,0
server_420,2025-08-21 21:00:00,26,compute,67.1,69.9,62.4,866,516.6,2814,303.2,2,2,0
server_321,2025-08-21 22:00:00,26,compute,47.1,40.6,62.0,506,383.0,3355,200.7,1,0,0
server_400,2025-08-21 23:00:00,13,compute,54.9,31.8,76.0,621,396.9,3034,209.8,2,0,0
server_167,2025-08-22 00:00:00,6,compute,64.5,55.8,80.8,184,250.7,3300,214.0,2,2,0
server_165,2025-08-22 01:00:00,43,compute,61.8,45.7,20.0,662,253.9,3163,248.2,0,2,0
server_084,2025-08-22 02:00:00,18,storage,72.7,60.2,57.0,373,226.1,3276,242.6,2,1,0
server_444,2025-08-22 03:00:00,14,storage,55.0,5.0,28.5,666,175.0,3276,216.8,1,0,0
server_136,2025-08-22 04:00:00,33,storage,51.5,55.3,77.4,757,439.1,3078,260.7,2,1,0
server_460,2025-08-22 05:00:00,11,database,46.2,34.6,59.7,561,368.4,3278,231.3,3,0,0
server_458,2025-08-22 06:00:00,52,database,52.1,45.8,77.3,587,258.6,3129,234.8,1,2,0
server_188,2025-08-22 07:00:00,28,web,46.2,43.2,63.9,524,239.7,3605,306.2,1,2,0
server_463,2025-08-22 08:00:00,53,database,40.6,71.9,39.7,628,446.2,3046,257.3,3,2,0
server_399,2025-08-22 09:00:00,41,compute,70.7,7.8,45.5,875,351.9,3118,277.0,1,1,0
server_378,2025-08-22 10:00:00,22,compute,55.4,77.3,58.0,502,257.8,3229,258.7,2,0,0
server_001,2025-08-22 11:00:00,14,compute,75.7,59.1,68.5,533,416.2,2855,217.0,3,0,0
server_105,2025-08-22 12:00:00,17,web,48.3,48.0,60.9,144,490.4,3264,248.5,1,1,0
server_363,2025-08-22 13:00:00,27,web,51.6,16.3,62.7,584,242.2,2881,213.5,2,1,0
server_071,2025-08-22 14:00:00,56,web,48.8,11.6,54.6,344,258.2,2869,251.5,2,1,0
server_426,2025-08-22 15:00:00,57,web,49.9,33.8,76.9,460,277.8,2862,301.0,3,1,0
server_125,2025-08-22 16:00:00,17,storage,62.0,57.7,62.2,595,329.7,2324,188.6,3,2,0
server_169,2025-08-22 17:00:00,59,web,86.5,99.0,90.9,177,296.5,2211,218.7,29,14,1
server_204,2025-08-22 18:00:00,11,web,62.0,56.6,64.4,593,154.0,3013,289.6,1,0,0
server_312,2025-08-22 19:00:00,49,database,65.7,15.7,53.8,550,208.5,3027,234.7,2,0,1
server_336,2025-08-22 20:00:00,14,storage,63.9,45.9,54.7,641,312.7,3154,201.1,1,2,0
server_486,2025-08-22 21:00:00,57,compute,46.9,66.9,67.2,372,451.0,2997,178.8,0,2,0
server_471,2025-08-22 22:00:00,42,database,50.8,74.0,71.6,723,321.5,3214,229.6,2,2,0
server_194,2025-08-22 23:00:00,58,web,83.3,93.1,90.6,561,392.7,2267,254.1,16,13,1
server_157,2025-08-23 00:00:00,8,compute,84.8,38.0,57.1,358,334.2,2657,288.2,2,0,1
server_499,2025-08-23 01:00:00,39,compute,61.2,38.2,61.8,226,284.0,2933,302.7,3,1,0
server_140,2025-08-23 02:00:00,13,compute,55.9,32.5,50.9,392,212.5,3055,233.6,3,0,0
server_274,2025-08-23 03:00:00,15,database,60.4,63.2,71.8,674,337.5,3096,271.9,2,0,0
server_006,2025-08-23 04:00:00,52,storage,50.2,100.0,45.8,589,423.2,3089,265.1,2,1,1
server_392,2025-08-23 05:00:00,46,storage,57.1,22.7,63.3,71,173.3,3711,249.4,2,0,0
server_466,2025-08-23 06:00:00,47,compute,62.6,53.5,73.2,433,357.2,2363,324.4,3,0,0
server_492,2025-08-23 07:00:00,48,web,54.8,50.9,61.9,525,244.3,3094,100.0,4,2,1
server_053,2025-08-23 08:00:00,14,storage,48.9,51.3,64.5,882,335.2,2883,153.7,2,4,0
server_103,2025-08-23 09:00:00,19,storage,54.4,71.7,55.9,758,225.9,3201,233.6,3,1,0
server_341,2025-08-23 10:00:00,42,web,52.4,52.5,32.2,464,314.5,3138,270.6,0,1,0
server_337,2025-08-23 11:00:00,32,database,44.1,5.0,49.9,536,205.3,2930,342.4,0,1,0
server_060,2025-08-23 12:00:00,46,database,50.4,16.3,60.7,227,397.0,2675,248.5,5,1,0
server_086,2025-08-23 13:00:00,37,web,88.3,89.1,92.4,50,305.5,2016,270.8,29,13,1
server_257,2025-08-23 14:00:00,9,database,45.1,30.0,67.3,421,478.9,2911,249.0,2,0,0
server_177,2025-08-23 15:00:00,7,compute,45.9,42.2,38.0,701,330.5,2651,293.9,2,1,0
server_241,2025-08-23 16:00:00,56,storage,62.6,40.7,30.9,536,200.1,3295,214.3,1,1,0
server_202,2025-08-23 17:00:00,38,database,66.9,8.5,70.4,350,141.1,3406,246.5,1,2,0
server_030,2025-08-23 18:00:00,26,compute,42.7,12.8,55.3,682,442.1,2782,188.8,3,0,0
server_288,2025-08-23 19:00:00,6,compute,67.6,5.0,65.2,859,240.2,2460,220.2,3,1,0
server_461,2025-08-23 20:00:00,49,compute,46.0,13.9,52.2,202,201.4,2829,196.2,1,0,0
server_079,2025-08-23 21:00:00,16,compute,61.0,64.8,68.5,489,434.4,2549,220.3,3,2,0
server_010,2025-08-23 22:00:00,6,compute,57.1,39.6,80.4,393,256.5,3182,238.3,0,0,0
server_416,2025-08-23 23:00:00,51,web,82.6,95.7,91.3,509,391.3,2278,263.2,17,11,1
server_253,2025-08-24 00:00:00,16,storage,84.6,97.0,92.2,409,335.3,1881,348.6,21,11,1
server_383,2025-08-24 01:00:00,12,storage,40.5,24.7,53.7,1058,108.5,2634,301.6,3,2,0
server_390,2025-08-24 02:00:00,7,web,48.6,57.1,62.6,476,364.0,2581,273.9,1,1,0
server_383,2025-08-24 03:00:00,20,web,58.4,54.5,88.1,560,202.7,3220,153.7,0,0,0
server_286,2025-08-24 04:00:00,13,compute,70.7,40.0,42.7,534,176.7,2762,201.4,0,1,0
server_175,2025-08-24 05:00:00,59,database,46.8,39.7,42.8,249,78.3,2950,253.5,2,2,0
server_125,2025-08-24 06:00:00,57,storage,54.2,9.6,73.0,541,184.5,3021,310.9,5,0,0
server_493,2025-08-24 07:00:00,52,database,49.0,29.5,50.0,206,264.3,2661,238.8,1,1,0
server_046,2025-08-24 08:00:00,31,storage,54.9,56.1,69.9,861,307.9,2537,274.0,1,0,0
server_205,2025-08-24 09:00:00,45,compute,39.6,31.5,51.2,681,315.1,2925,185.0,6,3,0
server_475,2025-08-24 10:00:00,47,database,85.2,94.0,89.5,385,388.3,2291,205.8,19,9,1
server_436,2025-08-24 11:00:00,56,storage,55.2,69.1,52.4,467,129.9,2836,236.9,2,0,0
server_106,2025-08-24 12:00:00,40,storage,62.3,35.9,44.9,705,91.9,3576,148.5,0,1,0
server_463,2025-08-24 13:00:00,57,compute,53.1,39.7,62.2,555,548.2,2888,280.1,4,1,0
server_274,2025-08-24 14:00:00,51,database,56.5,89.5,41.8,170,294.3,2682,297.4,0,0,0
server_336,2025-08-24 15:00:00,46,compute,64.0,61.9,66.8,534,353.4,2823,286.1,4,2,0
server_122,2025-08-24 16:00:00,46,database,56.1,46.4,56.5,717,156.1,2354,168.4,1,0,1
server_473,2025-08-24 17:00:00,26,database,85.9,89.6,91.7,50,368.2,1955,243.9,19,9,1
server_133,2025-08-24 18:00:00,43,storage,89.7,92.1,92.8,528,404.8,1976,207.2,20,12,1
server_106,2025-08-24 19:00:00,13,web,50.7,44.7,64.2,333,109.1,2765,217.7,1,3,0
server_304,2025-08-24 20:00:00,48,database,46.9,23.6,24.7,753,348.8,3469,115.4,3,0,0
server_328,2025-08-24 21:00:00,37,database,49.1,37.0,59.2,409,347.0,2827,284.8,1,0,0
server_049,2025-08-24 22:00:00,13,compute,90.4,94.5,91.0,389,50.6,2074,309.7,20,13,1
server_336,2025-08-24 23:00:00,49,database,69.5,59.5,61.4,666,318.2,2956,126.3,2,2,1
server_094,2025-08-25 00:00:00,15,database,92.5,94.1,95.1,320,234.8,2164,192.3,19,9,1
server_267,2025-08-25 01:00:00,28,database,58.2,60.5,65.3,517,346.1,3094,267.7,1,3,0
server_022,2025-08-25 02:00:00,9,database,88.3,91.0,90.3,556,369.9,2020,243.3,15,14,1
server_053,2025-08-25 03:00:00,53,database,66.2,73.4,45.9,461,346.9,2855,248.4,2,0,1
server_373,2025-08-25 04:00:00,57,web,56.1,71.0,39.0,239,269.3,3064,222.4,3,1,1
server_253,2025-08-25 05:00:00,43,storage,54.9,13.5,45.3,326,256.7,2884,279.6,1,1,0
server_452,2025-08-25 06:00:00,35,database,49.0,34.9,61.9,474,321.2,2629,186.4,0,1,0
server_234,2025-08-25 07:00:00,46,compute,42.7,37.1,41.4,121,274.1,2690,286.1,0,1,0
server_483,2025-08-25 08:00:00,28,compute,92.7,96.4,96.5,517,152.1,2238,249.6,16,12,1
server_058,2025-08-25 09:00:00,10,database,57.8,39.8,91.5,447,319.4,3060,244.6,2,0,0
server_163,2025-08-25 10:00:00,26,database,58.0,56.2,59.9,614,281.8,3168,335.9,1,4,0
server_258,2025-08-25 11:00:00,11,database,50.2,35.6,55.3,630,281.6,3296,253.6,3,2,0
server_313,2025-08-25 12:00:00,54,web,84.5,97.0,91.7,276,264.3,2074,250.8,29,12,1
server_215,2025-08-25 13:00:00,22,storage,61.3,60.4,53.7,396,280.2,2801,225.3,1,0,0
server_182,2025-08-25 14:00:00,30,compute,62.9,29.2,87.0,314,234.9,3415,229.9,2,2,0
server_056,2025-08-25 15:00:00,29,web,45.6,31.3,72.2,395,385.7,2648,327.2,1,0,0
server_144,2025-08-25 16:00:00,27,web,49.9,78.6,95.8,450,256.4,3016,317.6,3,2,0
server_422,2025-08-25 17:00:00,18,database,43.9,52.9,65.9,724,308.0,2643,240.9,3,3,0
server_089,2025-08-25 18:00:00,22,storage,56.6,28.8,45.7,381,229.3,2785,356.6,1,1,0
server_451,2025-08-25 19:00:00,19,database,62.1,21.2,64.1,677,190.5,2573,223.7,0,1,0
server_310,2025-08-25 20:00:00,39,compute,52.8,64.3,68.2,552,288.6,3005,275.9,0,1,0
server_044,2025-08-25 21:00:00,31,storage,49.7,62.9,69.2,777,367.7,2740,269.3,2,1,0
server_459,2025-08-25 22:00:00,24,database,88.3,97.3,91.6,429,403.7,2182,216.2,25,14,1
server_256,2025-08-25 23:00:00,31,compute,73.5,19.8,87.1,337,371.5,2811,269.9,2,1,0
server_020,2025-08-26 00:00:00,8,web,64.5,52.7,41.0,529,205.6,2834,212.1,4,0,0
server_466,2025-08-26 01:00:00,7,compute,60.8,56.9,65.1,179,305.5,3200,313.5,2,3,0
server_020,2025-08-26 02:00:00,33,compute,57.6,37.5,55.6,532,291.6,3353,263.2,4,3,0
server_051,2025-08-26 03:00:00,7,compute,54.9,22.9,48.3,613,372.7,2629,242.2,1,0,0
server_337,2025-08-26 04:00:00,27,storage,47.7,45.5,63.7,720,350.9,2998,239.5,2,0,0
server_170,2025-08-26 05:00:00,12,web,46.5,54.2,78.8,581,237.5,3088,270.4,1,2,0
server_435,2025-08-26 06:00:00,9,storage,50.5,35.3,66.1,471,334.8,3004,143.5,0,2,0
server_066,2025-08-26 07:00:00,54,web,47.4,50.2,64.1,888,357.1,3636,286.8,3,1,0
server_112,2025-08-26 08:00:00,43,database,88.8,88.4,90.1,498,332.9,2112,235.3,21,11,1
server_299,2025-08-26 09:00:00,44,database,54.2,67.9,73.8,288,296.3,2612,201.6,3,1,1
server_159,2025-08-26 10:00:00,25,compute,54.8,36.6,53.9,493,234.3,2822,217.1,1,0,0
server_265,2025-08-26 11:00:00,11,compute,50.0,22.2,68.0,231,259.8,3053,266.4,5,1,0
server_319,2025-08-26 12:00:00,14,storage,59.0,43.7,73.8,253,516.4,3124,215.5,2,0,0
server_231,2025-08-26 13:00:00,57,web,53.5,78.8,62.9,548,181.6,2870,231.0,2,2,0
server_462,2025-08-26 14:00:00,36,web,56.7,9.7,30.0,235,488.2,3048,336.4,1,1,0
server_324,2025-08-26 15:00:00,31,web,49.0,5.0,81.2,377,487.5,3436,207.2,1,1,0
server_067,2025-08-26 16:00:00,41,compute,91.9,97.1,98.8,266,170.0,1879,168.3,21,12,1
server_027,2025-08-26 17:00:00,31,compute,50.7,37.4,72.2,528,237.8,3393,229.3,0,1,0
server_436,2025-08-26 18:00:00,33,web,67.9,40.8,49.1,358,269.2,3321,206.6,3,1,0
server_115,2025-08-26 19:00:00,10,compute,53.2,40.1,78.4,606,238.4,3218,308.0,3,0,0
server_050,2025-08-26 20:00:00,56,web,54.2,65.1,55.8,590,239.4,2952,209.0,0,2,0
server_180,2025-08-26 21:00:00,15,storage,59.7,44.2,59.0,239,369.7,2970,189.2,3,1,0
server_259,2025-08-26 22:00:00,23,database,61.5,61.4,78.0,684,325.6,3274,298.7,6,0,0
server_078,2025-08-26 23:00:00,20,web,62.4,5.0,69.7,466,355.0,3268,225.3,1,2,0
server_272,2025-08-27 00:00:00,38,compute,88.7,92.2,96.2,255,284.6,2075,321.6,25,14,1
server_107,2025-08-27 01:00:00,10,storage,60.3,28.7,63.1,575,277.7,3316,223.0,4,4,0
server_450,2025-08-27 02:00:00,42,compute,54.5,5.0,77.8,852,225.1,2445,157.6,2,0,0
server_073,2025-08-27 03:00:00,45,compute,91.0,93.1,91.0,461,347.9,2003,190.2,20,13,1
server_174,2025-08-27 04:00:00,27,compute,53.9,43.0,74.7,170,401.9,2617,121.8,2,1,0
server_489,2025-08-27 05:00:00,27,web,66.9,35.7,35.0,685,185.3,2923,113.9,2,1,0
server_183,2025-08-27 06:00:00,27,storage,43.9,42.5,56.8,815,378.6,2991,249.2,1,1,0
server_022,2025-08-27 07:00:00,57,web,48.4,47.1,68.1,284,327.5,2896,283.3,1,1,0
server_273,2025-08-27 08:00:00,20,database,53.2,65.3,56.2,341,184.3,2758,308.2,2,2,0
server_128,2025-08-27 09:00:00,22,web,48.3,57.9,77.7,507,155.7,3252,259.4,3,1,0
server_290,2025-08-27 10:00:00,56,database,51.7,51.6,38.8,113,272.3,3170,296.9,3,2,1
server_319,2025-08-27 11:00:00,50,storage,69.4,91.1,72.2,916,248.3,3369,223.5,0,0,1
server_185,2025-08-27 12:00:00,33,storage,52.6,30.8,60.8,490,404.3,2905,275.0,1,0,0
server_478,2025-08-27 13:00:00,27,web,58.3,17.8,47.2,508,260.9,2964,154.1,2,0,0
server_058,2025-08-27 14:00:00,26,web,41.7,68.5,66.6,571,245.8,3786,227.2,0,0,0
server_491,2025-08-27 15:00:00,47,compute,46.2,82.3,58.9,448,255.8,2897,308.8,0,1,0
server_000,2025-08-27 16:00:00,22,database,62.5,32.3,82.2,397,276.5,2534,221.9,0,1,0
server_130,2025-08-27 17:00:00,10,compute,68.3,72.6,68.8,312,327.9,3260,238.9,0,1,0
server_066,2025-08-27 18:00:00,23,compute,56.8,34.3,66.2,264,406.6,3290,311.8,2,0,0
server_292,2025-08-27 19:00:00,22,storage,52.6,56.7,49.9,581,176.7,3345,267.7,2,2,0
server_466,2025-08-27 20:00:00,9,web,59.0,57.8,62.2,771,339.6,3323,174.2,1,3,0
server_284,2025-08-27 21:00:00,59,storage,35.0,32.4,51.4,690,166.2,2731,302.0,3,1,0
server_088,2025-08-27 22:00:00,12,web,56.8,81.9,59.1,442,404.6,3205,311.4,1,0,0
server_416,2025-08-27 23:00:00,30,storage,83.5,89.0,90.0,461,144.5,2283,200.2,28,13,1
server_099,2025-08-28 00:00:00,42,storage,61.4,24.6,55.7,824,422.4,3209,315.5,2,1,0
server_188,2025-08-28 01:00:00,45,storage,87.7,93.0,88.8,340,394.4,2124,261.0,19,11,1
server_476,2025-08-28 02:00:00,45,database,82.8,88.7,90.4,166,221.5,1988,253.9,29,11,1
server_377,2025-08-28 03:00:00,48,storage,54.7,7.3,71.8,550,246.6,3152,172.8,4,0,0
server_345,2025-08-28 04:00:00,14,database,48.9,45.5,83.8,671,110.4,3110,295.2,1,0,0
server_387,2025-08-28 05:00:00,24,storage,52.0,11.9,73.0,50,123.9,2856,280.9,1,1,0
server_240,2025-08-28 06:00:00,56,web,62.2,58.3,55.9,580,270.1,3248,289.6,2,2,0
